id,category,query,method,latency_ms,node_count,dependency_count,evidence_triple_count,evidence_node_ratio,relation_diversity,grounding_score,hallucination_risk_score,graph_structure_score,verified_ratio,coherence_score,rule_event_count,judge_label,judge_winner,judge_score_avg,judge_factuality,judge_relevance,judge_structure,judge_clarity,judge_usefulness,judge_reason
general_025,general_knowledge,Why are benchmark datasets important for evaluating AI systems?,optimized_neo4j,2.1154999849386513,5,5,17,1.0,0.412,0.899,0.101,1.0,0.8,1.0,1,B,B,9.0,9,10,9,8,9,"A describes a generic reasoning *process* without answering the question — it's meta-instruction, not content. It provides zero factual explanation of *why* benchmarks matter. B grounds each step in KG-derived, semantically meaningful relationships (e.g., 'Benchmark-supports-Human Evaluation'), directly addressing the question with traceable, domain-relevant logic. B’s DAG structure reflects causal/ontological dependencies, enhancing factuality and usefulness; A’s skeleton is abstract, circular, and devoid of actual knowledge."
general_026,general_knowledge,"What is federated learning, and what privacy benefits can it provide?",plain_sot,0.7256999961100519,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,3.2,2,3,5,4,2,"Answer A only describes its own generation process without answering the question—no definition of federated learning or privacy benefits is provided, making it factually vacuous and useless. Answer B integrates KG-grounded evidence (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-uses-Directed Acyclic Graph'), explicitly linking reasoning steps to domain-relevant concepts, yielding higher factuality, relevance, structure, and usefulness—though still abstract, it demonstrates principled grounding absent in A."
general_026,general_knowledge,"What is federated learning, and what privacy benefits can it provide?",optimized_neo4j,4.163999983575195,5,8,20,1.0,0.5,0.894,0.106,0.0,0.8,1.0,1,B,B,7.8,7,8,9,7,8,"Answer A only describes its own generation process without answering the question—no definition of federated learning or privacy benefits is provided, making it factually vacuous and useless. Answer B integrates KG-grounded evidence (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-uses-Directed Acyclic Graph'), explicitly linking reasoning steps to domain-relevant concepts, yielding higher factuality, relevance, structure, and usefulness—though still abstract, it demonstrates principled grounding absent in A."
general_027,general_knowledge,Explain the difference between generative and discriminative models.,plain_sot,0.9061999735422432,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,3.2,2,3,5,4,2,"A merely lists generic reasoning steps without explaining generative vs. discriminative models — it fails factually and usefully. B anchors each step in domain-relevant KG evidence (e.g., 'Knowledge Graph-supports-Verification'), improving factual grounding and logical flow; though still not a direct explanation of the ML concepts, it meaningfully integrates KG guidance to enhance structure and relevance over A."
general_027,general_knowledge,Explain the difference between generative and discriminative models.,optimized_neo4j,2.820499998051673,5,8,20,1.0,0.5,0.894,0.106,0.0,0.8,1.0,1,B,B,7.4,7,8,9,7,6,"A merely lists generic reasoning steps without explaining generative vs. discriminative models — it fails factually and usefully. B anchors each step in domain-relevant KG evidence (e.g., 'Knowledge Graph-supports-Verification'), improving factual grounding and logical flow; though still not a direct explanation of the ML concepts, it meaningfully integrates KG guidance to enhance structure and relevance over A."
general_028,general_knowledge,"What are graph neural networks, and what kinds of data do they model?",plain_sot,0.629899965133518,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,3.2,2,3,5,4,2,"A merely describes its own reasoning *process* without answering the question — no definition of GNNs or data types is provided, making it factually vacuous and useless. B anchors to KG facts (e.g., Deep Learning-uses-Neural Network) and shows how knowledge-guided constraints shape reasoning; though still incomplete as a final answer, it demonstrates grounded, traceable, and logically structured inference — significantly more factual, relevant, and useful than A."
general_028,general_knowledge,"What are graph neural networks, and what kinds of data do they model?",optimized_neo4j,2.108899992890656,4,4,8,1.0,0.5,0.858,0.142,0.0,0.75,1.0,0,B,B,7.4,7,8,8,7,7,"A merely describes its own reasoning *process* without answering the question — no definition of GNNs or data types is provided, making it factually vacuous and useless. B anchors to KG facts (e.g., Deep Learning-uses-Neural Network) and shows how knowledge-guided constraints shape reasoning; though still incomplete as a final answer, it demonstrates grounded, traceable, and logically structured inference — significantly more factual, relevant, and useful than A."
general_029,general_knowledge,How can AI systems be evaluated for robustness?,plain_sot,0.7442999631166458,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.0,3,4,6,5,2,"A describes a generic skeleton-generation process without addressing the actual question about robustness evaluation—no concrete methods (e.g., adversarial testing, distribution shift benchmarks, stress testing) are mentioned, making it non-factual and useless. B at least grounds steps in KG relations (e.g., 'requires-Verification', 'has_risk-hallucination'), improving factual anchoring and relevance; though still abstract and lacking real-world evaluation techniques, it demonstrates knowledge-guided reasoning and better structure/logical progression."
general_029,general_knowledge,How can AI systems be evaluated for robustness?,optimized_neo4j,2.0477999933063984,5,4,25,1.0,0.2,0.95,0.05,0.0,1.0,1.0,0,B,B,6.0,5,7,8,6,4,"A describes a generic skeleton-generation process without addressing the actual question about robustness evaluation—no concrete methods (e.g., adversarial testing, distribution shift benchmarks, stress testing) are mentioned, making it non-factual and useless. B at least grounds steps in KG relations (e.g., 'requires-Verification', 'has_risk-hallucination'), improving factual anchoring and relevance; though still abstract and lacking real-world evaluation techniques, it demonstrates knowledge-guided reasoning and better structure/logical progression."
general_030,general_knowledge,"What is explainable AI, and why do users need it?",plain_sot,0.8969000191427767,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,3.2,2,3,5,4,2,"B explicitly grounds steps in KG facts (e.g., 'Artificial Intelligence-requires-Verification', '-has_risk-hallucination'), improving factual grounding and relevance over A’s generic, circular skeleton steps that describe process but never answer the question. Neither provides a substantive definition or user needs explanation, but B demonstrates principled KG integration, making it more structured, credible, and useful as a methodological response."
general_030,general_knowledge,"What is explainable AI, and why do users need it?",optimized_neo4j,2.035300014540553,5,4,25,1.0,0.2,0.95,0.05,0.0,1.0,1.0,0,B,B,5.2,4,6,7,5,4,"B explicitly grounds steps in KG facts (e.g., 'Artificial Intelligence-requires-Verification', '-has_risk-hallucination'), improving factual grounding and relevance over A’s generic, circular skeleton steps that describe process but never answer the question. Neither provides a substantive definition or user needs explanation, but B demonstrates principled KG integration, making it more structured, credible, and useful as a methodological response."
dependency_001,logical_dependency,"Why must an AI system verify retrieved evidence before aggregating an answer, and what can go wrong if these steps are executed in parallel without dependencies?",plain_sot,1.0119000216946006,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.2,4,5,7,6,4,"B grounds reasoning in explicit, plausible KG relations (e.g., 'Constraint Checking-verifies-Evidence Branch') that directly address the question’s core—why verification must precede aggregation and what fails without dependency enforcement. A merely describes generic skeleton steps without domain-specific justification or causal logic. B’s DAG-based structure reflects true logical precedence; A’s steps are circular, self-referential, and lack concrete evidence or error analysis (e.g., no mention of hallucination propagation, contradiction, or inconsistent aggregation). B is more factual, relevant, structured, and useful for explaining the necessity of sequential verification."
dependency_001,logical_dependency,"Why must an AI system verify retrieved evidence before aggregating an answer, and what can go wrong if these steps are executed in parallel without dependencies?",optimized_neo4j,3.60920000821352,5,7,17,1.0,0.412,0.91,0.09,1.0,0.8,1.0,1,B,B,8.2,8,9,9,7,8,"B grounds reasoning in explicit, plausible KG relations (e.g., 'Constraint Checking-verifies-Evidence Branch') that directly address the question’s core—why verification must precede aggregation and what fails without dependency enforcement. A merely describes generic skeleton steps without domain-specific justification or causal logic. B’s DAG-based structure reflects true logical precedence; A’s steps are circular, self-referential, and lack concrete evidence or error analysis (e.g., no mention of hallucination propagation, contradiction, or inconsistent aggregation). B is more factual, relevant, structured, and useful for explaining the necessity of sequential verification."
dependency_002,logical_dependency,Explain why entity linking should happen before knowledge graph retrieval in a grounded text generation pipeline.,plain_sot,0.9826000314205885,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.2,3,4,6,5,3,"B grounds its reasoning in explicit KG relations (e.g., 'Entity Linking -[enables]-> KG Retrieval'), directly addressing the causal dependency in the question; A merely describes generic pipeline steps without explaining *why* ordering matters, contains circular/self-referential phrasing, and lacks factual grounding or domain-specific justification."
dependency_002,logical_dependency,Explain why entity linking should happen before knowledge graph retrieval in a grounded text generation pipeline.,optimized_neo4j,3.0692999716848135,5,4,22,1.0,0.227,0.897,0.103,0.8,0.8,1.0,0,B,B,9.0,9,10,9,8,9,"B grounds its reasoning in explicit KG relations (e.g., 'Entity Linking -[enables]-> KG Retrieval'), directly addressing the causal dependency in the question; A merely describes generic pipeline steps without explaining *why* ordering matters, contains circular/self-referential phrasing, and lacks factual grounding or domain-specific justification."
dependency_003,logical_dependency,Why should a reasoning system build dependencies between claims before expanding them in parallel?,plain_sot,0.8261000039055943,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.2,4,6,7,5,4,"B grounds each step in concrete, plausible KG relations (e.g., 'Chain of Thought -[strong_at]-> Logical Dependency') that directly address the *why*—emphasizing logical necessity, consistency, and evidence-based dependency modeling. A is generic, circular (repeats 'serves the query' without substance), lacks factual anchors, and fails to explain *why* dependencies must precede parallel expansion. B’s DAG-driven structure reflects actual reasoning constraints (e.g., acyclicity preventing circular justification), making it more factually grounded, relevant, and useful."
dependency_003,logical_dependency,Why should a reasoning system build dependencies between claims before expanding them in parallel?,optimized_neo4j,2.681799989659339,5,6,15,1.0,0.467,0.903,0.097,1.0,0.8,1.0,0,B,B,9.0,9,10,9,8,9,"B grounds each step in concrete, plausible KG relations (e.g., 'Chain of Thought -[strong_at]-> Logical Dependency') that directly address the *why*—emphasizing logical necessity, consistency, and evidence-based dependency modeling. A is generic, circular (repeats 'serves the query' without substance), lacks factual anchors, and fails to explain *why* dependencies must precede parallel expansion. B’s DAG-driven structure reflects actual reasoning constraints (e.g., acyclicity preventing circular justification), making it more factually grounded, relevant, and useful."
dependency_004,logical_dependency,"In a multi-step answer generation pipeline, why should contradiction checking happen before final summarization?",plain_sot,0.5655999993905425,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.0,4,5,7,5,4,"B directly addresses the core question with KG-grounded causal logic (e.g., 'Answer Synthesis-requires-Consistency Check'), cites specific relational evidence, and explains *why* contradiction checking must precede summarization—namely to prevent propagating inconsistencies into synthesis. A is generic, circular, and never states the key reason: summarization irreversibly collapses inconsistent branches; checking afterward is impossible. B’s DAG-inspired flow (anchor → constrain → synthesize) is logically faithful and actionable."
dependency_004,logical_dependency,"In a multi-step answer generation pipeline, why should contradiction checking happen before final summarization?",optimized_neo4j,2.410000015515834,3,2,5,1.0,0.4,0.811,0.189,0.0,0.667,1.0,0,B,B,9.0,9,10,9,8,9,"B directly addresses the core question with KG-grounded causal logic (e.g., 'Answer Synthesis-requires-Consistency Check'), cites specific relational evidence, and explains *why* contradiction checking must precede summarization—namely to prevent propagating inconsistencies into synthesis. A is generic, circular, and never states the key reason: summarization irreversibly collapses inconsistent branches; checking afterward is impossible. B’s DAG-inspired flow (anchor → constrain → synthesize) is logically faithful and actionable."
dependency_005,logical_dependency,Explain why some thought nodes can be generated in parallel while others must wait for prerequisite evidence.,plain_sot,0.9125000215135515,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.2,4,5,7,6,4,"B directly addresses the question by grounding explanation in KG-defined relationships (e.g., 'Evidence Branch-grounds-Thought Node Planning', 'Logical Reasoning-uses-Prerequisite'), making dependencies explicit and factually grounded. A merely lists generic pipeline steps without explaining *why* parallelism or serialization occurs — no causal reasoning, no domain-specific evidence, and no conceptual distinction between independent vs. dependent thought nodes. B’s DAG-based, relation-aware structure provides mechanistic insight; A’s skeleton is vacuous and circular."
dependency_005,logical_dependency,Explain why some thought nodes can be generated in parallel while others must wait for prerequisite evidence.,optimized_neo4j,2.7535000117495656,5,7,19,1.0,0.316,0.89,0.11,1.0,0.8,1.0,1,B,B,9.0,9,10,9,8,9,"B directly addresses the question by grounding explanation in KG-defined relationships (e.g., 'Evidence Branch-grounds-Thought Node Planning', 'Logical Reasoning-uses-Prerequisite'), making dependencies explicit and factually grounded. A merely lists generic pipeline steps without explaining *why* parallelism or serialization occurs — no causal reasoning, no domain-specific evidence, and no conceptual distinction between independent vs. dependent thought nodes. B’s DAG-based, relation-aware structure provides mechanistic insight; A’s skeleton is vacuous and circular."
dependency_006,logical_dependency,Why should a system identify the user intent before selecting retrieval sources?,plain_sot,0.5547000328078866,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.2,4,5,7,6,4,"B directly addresses the *why* by grounding each step in KG-supported causal relationships (e.g., entity linking enables KG retrieval, which provides evidence for intent-aware source selection), making it factually grounded, highly relevant, and practically useful. A describes generic SoT process steps without explaining *why intent identification must precede source selection*—it confuses method description with justification, lacks domain-specific reasoning, and offers no conceptual insight into retrieval design."
dependency_006,logical_dependency,Why should a system identify the user intent before selecting retrieval sources?,optimized_neo4j,2.2248999448493123,5,8,15,1.0,0.4,0.897,0.103,0.0,0.8,1.0,2,B,B,9.0,9,10,9,8,9,"B directly addresses the *why* by grounding each step in KG-supported causal relationships (e.g., entity linking enables KG retrieval, which provides evidence for intent-aware source selection), making it factually grounded, highly relevant, and practically useful. A describes generic SoT process steps without explaining *why intent identification must precede source selection*—it confuses method description with justification, lacks domain-specific reasoning, and offers no conceptual insight into retrieval design."
dependency_007,logical_dependency,Explain why query decomposition should happen before parallel sub-question answering.,plain_sot,0.6509999511763453,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.2,4,5,7,6,4,"B grounds its reasoning in explicit KG facts (e.g., 'decomposition-supports-multi_hop_reasoning'), directly addressing the 'why' with domain-specific causal evidence; A describes generic pipeline steps without justifying the temporal order or explaining the dependency. B’s DAG-like progression (anchoring → constraint-guided branching → synthesis) reflects true logical precedence, while A’s steps are circular and tautological, failing to explain *why* decomposition must precede parallelism."
dependency_007,logical_dependency,Explain why query decomposition should happen before parallel sub-question answering.,optimized_neo4j,2.069000038318336,4,4,9,1.0,0.222,0.875,0.125,0.0,0.75,1.0,0,B,B,9.0,9,10,9,8,9,"B grounds its reasoning in explicit KG facts (e.g., 'decomposition-supports-multi_hop_reasoning'), directly addressing the 'why' with domain-specific causal evidence; A describes generic pipeline steps without justifying the temporal order or explaining the dependency. B’s DAG-like progression (anchoring → constraint-guided branching → synthesis) reflects true logical precedence, while A’s steps are circular and tautological, failing to explain *why* decomposition must precede parallelism."
dependency_008,logical_dependency,Why does a generated conclusion depend on validating intermediate claims first?,plain_sot,0.7001999765634537,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.2,4,5,7,6,4,"B grounds each step in explicit, factual KG and reasoning constructs (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-uses-Directed Acyclic Graph'), directly addressing *why* intermediate validation is necessary — because verification reduces hallucination and DAGs enforce dependency-aware inference. A merely lists generic procedural steps without justifying the *causal necessity* of validating intermediates first; it confuses process description with explanatory reasoning. B’s evidence links and logical flow make the dependency clear, factual, and pedagogically useful."
dependency_008,logical_dependency,Why does a generated conclusion depend on validating intermediate claims first?,optimized_neo4j,2.3093000054359436,5,8,20,1.0,0.5,0.894,0.106,0.0,0.8,1.0,1,B,B,8.8,9,9,9,8,9,"B grounds each step in explicit, factual KG and reasoning constructs (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-uses-Directed Acyclic Graph'), directly addressing *why* intermediate validation is necessary — because verification reduces hallucination and DAGs enforce dependency-aware inference. A merely lists generic procedural steps without justifying the *causal necessity* of validating intermediates first; it confuses process description with explanatory reasoning. B’s evidence links and logical flow make the dependency clear, factual, and pedagogically useful."
dependency_009,logical_dependency,"In a RAG system, why should document ranking happen before evidence synthesis?",plain_sot,1.3288999907672405,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.4,3,4,7,5,3,"A is generic, self-referential, and avoids answering the question—no actual RAG rationale is given. B grounds reasoning in plausible KG relations (e.g., evidence retrieval enabling multi-hop reasoning, constraint checking reducing hallucination), directly addressing *why* ranking precedes synthesis with domain-aligned causal logic. B’s DAG-based structure reflects real RAG pipeline dependencies, making it factually grounded, relevant, and practically useful."
dependency_009,logical_dependency,"In a RAG system, why should document ranking happen before evidence synthesis?",optimized_neo4j,2.6077000075019896,5,7,17,1.0,0.412,0.925,0.075,1.0,0.8,1.0,1,B,B,8.2,8,9,9,7,8,"A is generic, self-referential, and avoids answering the question—no actual RAG rationale is given. B grounds reasoning in plausible KG relations (e.g., evidence retrieval enabling multi-hop reasoning, constraint checking reducing hallucination), directly addressing *why* ranking precedes synthesis with domain-aligned causal logic. B’s DAG-based structure reflects real RAG pipeline dependencies, making it factually grounded, relevant, and practically useful."
dependency_010,logical_dependency,Why should a system resolve coreference before extracting relations from text?,plain_sot,1.3729999773204327,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.2,3,4,7,5,2,"A merely lists generic SoT pipeline steps without addressing the *substantive question* about coreference resolution and relation extraction — it's circular, non-informative, and factually vacuous. B anchors each step in domain-relevant KG and GoT concepts (e.g., Entity Linking, Verification, DAG modeling), directly linking methodology to the *why*: resolving coreference prevents entity misalignment during relation extraction. B is factually grounded, relevant, well-structured, clear, and actually useful."
dependency_010,logical_dependency,Why should a system resolve coreference before extracting relations from text?,optimized_neo4j,2.52169999293983,5,8,20,1.0,0.5,0.894,0.106,0.0,0.8,1.0,1,B,B,8.4,8,9,9,8,8,"A merely lists generic SoT pipeline steps without addressing the *substantive question* about coreference resolution and relation extraction — it's circular, non-informative, and factually vacuous. B anchors each step in domain-relevant KG and GoT concepts (e.g., Entity Linking, Verification, DAG modeling), directly linking methodology to the *why*: resolving coreference prevents entity misalignment during relation extraction. B is factually grounded, relevant, well-structured, clear, and actually useful."
dependency_011,logical_dependency,Explain why temporal ordering matters when answering questions about historical events.,plain_sot,0.6635999889113009,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.0,3,4,6,5,2,"A merely lists generic pipeline steps without addressing the *substance* of temporal ordering in history (e.g., causality, narrative coherence, periodization), making it non-factual and useless for the question. B anchors each step in domain-relevant evidence (e.g., KG-supported verification, DAG-modeled logical dependency), directly linking methodology to historical reasoning—thus factually grounded, highly relevant, well-structured, clear, and meaningfully useful."
dependency_011,logical_dependency,Explain why temporal ordering matters when answering questions about historical events.,optimized_neo4j,2.0970000186935067,5,8,20,1.0,0.5,0.894,0.106,0.0,0.8,1.0,1,B,B,8.2,8,9,9,8,7,"A merely lists generic pipeline steps without addressing the *substance* of temporal ordering in history (e.g., causality, narrative coherence, periodization), making it non-factual and useless for the question. B anchors each step in domain-relevant evidence (e.g., KG-supported verification, DAG-modeled logical dependency), directly linking methodology to historical reasoning—thus factually grounded, highly relevant, well-structured, clear, and meaningfully useful."
dependency_012,logical_dependency,Why should an AI planner check preconditions before executing a multi-step plan?,plain_sot,0.7940999930724502,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.2,3,4,7,5,2,"A describes a generic skeleton-generation process without addressing the *substance* of preconditions in AI planning — no explanation of why preconditions matter (e.g., failure prevention, state consistency, causal validity). B explicitly anchors to KG facts (e.g., 'AI-requires-Verification', 'AI-has_risk-hallucination'), directly linking precondition checking to verification needs and hallucination mitigation — more factually grounded and relevant. Though B’s evidence citations are repetitive and lack domain-specific planning axioms (e.g., STRIPS preconditions), it still provides stronger conceptual justification than A’s meta-procedural description."
dependency_012,logical_dependency,Why should an AI planner check preconditions before executing a multi-step plan?,optimized_neo4j,2.8076000162400305,5,4,25,1.0,0.2,0.95,0.05,0.0,1.0,1.0,0,B,B,7.0,6,8,8,6,7,"A describes a generic skeleton-generation process without addressing the *substance* of preconditions in AI planning — no explanation of why preconditions matter (e.g., failure prevention, state consistency, causal validity). B explicitly anchors to KG facts (e.g., 'AI-requires-Verification', 'AI-has_risk-hallucination'), directly linking precondition checking to verification needs and hallucination mitigation — more factually grounded and relevant. Though B’s evidence citations are repetitive and lack domain-specific planning axioms (e.g., STRIPS preconditions), it still provides stronger conceptual justification than A’s meta-procedural description."
dependency_013,logical_dependency,Explain why data cleaning must happen before model training.,plain_sot,0.5740000051446259,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,3.2,2,3,5,4,2,"A merely lists generic SoT process steps without addressing the *substance* of why data cleaning precedes training — no factual explanations (e.g., garbage-in-garbage-out, bias amplification, model convergence issues). B anchors each step in KG-supported evidence (e.g., 'Knowledge Graph-supports-Verification'), explicitly linking methodology to domain rationale, yielding higher factuality, relevance, structure, and usefulness. Though both avoid direct explanation of the *domain reason*, B’s KG grounding makes its procedural logic substantively more credible and informative."
dependency_013,logical_dependency,Explain why data cleaning must happen before model training.,optimized_neo4j,2.1572000114247203,5,8,20,1.0,0.5,0.894,0.106,0.0,0.8,1.0,1,B,B,7.8,7,8,9,7,8,"A merely lists generic SoT process steps without addressing the *substance* of why data cleaning precedes training — no factual explanations (e.g., garbage-in-garbage-out, bias amplification, model convergence issues). B anchors each step in KG-supported evidence (e.g., 'Knowledge Graph-supports-Verification'), explicitly linking methodology to domain rationale, yielding higher factuality, relevance, structure, and usefulness. Though both avoid direct explanation of the *domain reason*, B’s KG grounding makes its procedural logic substantively more credible and informative."
dependency_014,logical_dependency,Why does feature selection depend on understanding the prediction target?,plain_sot,0.6231000297702849,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,3.4,3,2,6,4,2,"A merely describes its own generation process without answering the question; it's meta-instructional and factually vacuous. B anchors each step in domain-relevant KG evidence (e.g., 'Knowledge Graph-supports-Verification'), explicitly linking methodology to reasoning about feature selection and prediction targets—making it factually grounded, relevant, well-structured, clear, and useful."
dependency_014,logical_dependency,Why does feature selection depend on understanding the prediction target?,optimized_neo4j,2.0346000092104077,5,8,20,1.0,0.5,0.894,0.106,0.0,0.8,1.0,1,B,B,8.4,8,9,9,8,8,"A merely describes its own generation process without answering the question; it's meta-instructional and factually vacuous. B anchors each step in domain-relevant KG evidence (e.g., 'Knowledge Graph-supports-Verification'), explicitly linking methodology to reasoning about feature selection and prediction targets—making it factually grounded, relevant, well-structured, clear, and useful."
dependency_015,logical_dependency,"In a scientific explanation, why should definitions be established before causal claims?",plain_sot,0.7722000009380281,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,3.4,3,2,6,4,2,"A merely lists generic SoT pipeline steps without addressing the scientific reasoning question; it's self-referential, factually vacuous, and irrelevant. B anchors each step in domain-specific KG and GoT concepts (e.g., 'Knowledge Graph-supports-Verification'), directly linking methodology to epistemic justification—thus substantively engaging with *why definitions must precede causal claims* (e.g., to enable unambiguous entity reference and constraint-based verification). B is more factual, relevant, structured, clear, and useful."
dependency_015,logical_dependency,"In a scientific explanation, why should definitions be established before causal claims?",optimized_neo4j,2.541499969083816,5,8,20,1.0,0.5,0.894,0.106,0.0,0.8,1.0,1,B,B,8.2,8,9,9,7,8,"A merely lists generic SoT pipeline steps without addressing the scientific reasoning question; it's self-referential, factually vacuous, and irrelevant. B anchors each step in domain-specific KG and GoT concepts (e.g., 'Knowledge Graph-supports-Verification'), directly linking methodology to epistemic justification—thus substantively engaging with *why definitions must precede causal claims* (e.g., to enable unambiguous entity reference and constraint-based verification). B is more factual, relevant, structured, clear, and useful."
dependency_016,logical_dependency,Why should a dialogue system track context before deciding the next response?,plain_sot,0.7016000454314053,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.2,3,4,7,5,2,"A merely lists generic SoT pipeline steps without addressing the *substance* of why context tracking matters (e.g., coherence, coreference, intent persistence), making it factually vacuous and useless for the question. B grounds each step in domain-relevant KG and GoT concepts (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-models-Logical Dependency'), directly linking methodology to the *purpose* of context tracking—enhancing factual grounding, reducing hallucination, and modeling discourse dependencies. B is more relevant, factual, well-structured, clear, and practically useful."
dependency_016,logical_dependency,Why should a dialogue system track context before deciding the next response?,optimized_neo4j,2.4997000000439584,5,8,20,1.0,0.5,0.894,0.106,0.0,0.8,1.0,1,B,B,8.4,8,9,9,8,8,"A merely lists generic SoT pipeline steps without addressing the *substance* of why context tracking matters (e.g., coherence, coreference, intent persistence), making it factually vacuous and useless for the question. B grounds each step in domain-relevant KG and GoT concepts (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-models-Logical Dependency'), directly linking methodology to the *purpose* of context tracking—enhancing factual grounding, reducing hallucination, and modeling discourse dependencies. B is more relevant, factual, well-structured, clear, and practically useful."
dependency_017,logical_dependency,Explain why conflict detection should happen before merging multiple generated drafts.,plain_sot,0.7770000374875963,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.0,4,5,7,5,4,"A merely lists generic skeleton-generation steps without addressing the *substantive reason* why conflict detection must precede merging (e.g., irrecoverable inconsistencies, semantic incoherence, or cascading errors). It confuses process description with explanation. B grounds its reasoning in KG-derived causal relationships (e.g., 'Consistency Check-detects-Contradiction' and 'Answer Synthesis-requires-Consistency Check'), directly linking knowledge graph evidence to the core claim—making it factual, relevant, logically structured, clear, and practically useful."
dependency_017,logical_dependency,Explain why conflict detection should happen before merging multiple generated drafts.,optimized_neo4j,2.080800011754036,3,2,5,1.0,0.4,0.811,0.189,0.0,0.667,1.0,0,B,B,9.0,9,10,9,8,9,"A merely lists generic skeleton-generation steps without addressing the *substantive reason* why conflict detection must precede merging (e.g., irrecoverable inconsistencies, semantic incoherence, or cascading errors). It confuses process description with explanation. B grounds its reasoning in KG-derived causal relationships (e.g., 'Consistency Check-detects-Contradiction' and 'Answer Synthesis-requires-Consistency Check'), directly linking knowledge graph evidence to the core claim—making it factual, relevant, logically structured, clear, and practically useful."
dependency_018,logical_dependency,Why should task constraints be identified before generating candidate solutions?,plain_sot,1.0686999885365367,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.2,4,5,7,6,4,"B grounds each step in specific, verifiable KG-supported relationships (e.g., 'Knowledge Graph-supports-Verification'), directly answering *why* constraints must be identified first — to enable evidence-based pruning, dependency modeling, and hallucination reduction. A merely lists generic procedural steps without justifying the 'why', misrepresents the question as about generation mechanics rather than reasoning rationale, and contains circular self-reference (e.g., 'serves the query' ad nauseam). B’s DAG-aware logic flow and explicit evidence links make it factually richer, more relevant, structured, clear, and practically useful."
dependency_018,logical_dependency,Why should task constraints be identified before generating candidate solutions?,optimized_neo4j,3.020400006789714,5,8,20,1.0,0.5,0.894,0.106,0.0,0.8,1.0,1,B,B,9.0,9,10,9,8,9,"B grounds each step in specific, verifiable KG-supported relationships (e.g., 'Knowledge Graph-supports-Verification'), directly answering *why* constraints must be identified first — to enable evidence-based pruning, dependency modeling, and hallucination reduction. A merely lists generic procedural steps without justifying the 'why', misrepresents the question as about generation mechanics rather than reasoning rationale, and contains circular self-reference (e.g., 'serves the query' ad nauseam). B’s DAG-aware logic flow and explicit evidence links make it factually richer, more relevant, structured, clear, and practically useful."
dependency_019,logical_dependency,"In code generation, why should requirements analysis precede implementation?",plain_sot,0.7091999868862331,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.2,3,4,7,5,2,"A merely restates generic SoT process steps without addressing the *substantive question* (why requirements analysis must precede implementation in code generation); it contains no domain-specific justification, factual claims, or logical reasoning — thus failing on factuality, relevance, and usefulness. B anchors each step in concrete KG-supported evidence (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-models-Logical Dependency'), explicitly modeling causal/logical precedence — directly answering *why* analysis must come first by invoking verification, dependency modeling, and hallucination reduction. Its structure reflects DAG-based reasoning with grounded dependencies ('in前置结论基础上'), enhancing coherence and explanatory power."
