id,category,query,winner,judge_reason,plain_grounding,plain_hallucination_risk,plain_graph_structure,plain_dependency_count,plain_evidence_triples,plain_coherence,plain_judge_avg,plain_judge_factuality,plain_judge_relevance,plain_judge_structure,plain_judge_clarity,plain_judge_usefulness,kg_grounding,kg_hallucination_risk,kg_graph_structure,kg_dependency_count,kg_evidence_triples,kg_coherence,kg_judge_avg,kg_judge_factuality,kg_judge_relevance,kg_judge_structure,kg_judge_clarity,kg_judge_usefulness
general_018,general_knowledge,What are common limitations of large language models?,B,"A describes a generic reasoning *process* without delivering actual limitations — it's meta-instruction, not an answer. B grounds each step in concrete, plausible KG facts (e.g., hallucination risk, privacy risk, transformer architecture, foundation model subclass) that directly relate to real LLM limitations, making it factually anchored, relevant, structured around evidence, and ultimately useful. Though B’s phrasing is slightly technical, it meaningfully advances toward a substantive answer; A delivers zero content.",0.0,1.0,0.0,0,0,0.15,3.2,2,3,5,4,2,0.97,0.03,0.0,7,17,1.0,8.2,8,9,9,7,8
general_019,general_knowledge,Why is prompt design important when using large language models?,B,"A describes a generic skeleton-generation process without addressing the *substance* of prompt design importance — no actual reasons (e.g., ambiguity mitigation, hallucination reduction, task alignment) are stated. It's meta-procedural and circular. B grounds each step in concrete, plausible KG facts (e.g., LLMs use Transformers, are foundation models, carry hallucination/privacy risks), directly linking those to *why* prompt design matters — e.g., precise prompts mitigate hallucination *because* LLMs have inherent hallucination risk. B is factually anchored, relevant, logically structured, clearer in intent, and far more useful to the user.",0.0,1.0,0.0,0,0,0.15,4.0,3,4,6,5,2,0.97,0.03,0.0,7,17,1.0,8.0,8,9,8,7,8
general_020,general_knowledge,"What is model fine-tuning, and when is it useful?",B,"A describes a generic skeleton-of-thought process without answering the question — it's meta-instructional, not explanatory, and provides zero factual content about fine-tuning. B explicitly anchors to KG facts (e.g., 'fine_tuning-requires-pretraining'), shows constrained reasoning grounded in evidence, and implies a more faithful, traceable generation path. Though B still lacks the final plain-English answer, it demonstrates meaningful knowledge-guided reasoning — making it more factual, relevant, structured, clear, and useful than A.",0.0,1.0,0.0,0,0,0.15,4.0,3,4,6,5,2,0.789,0.211,0.0,2,4,1.0,7.2,7,8,8,7,6
general_021,general_knowledge,Explain how speech recognition systems convert audio into text.,B,"A merely lists generic meta-steps of a reasoning framework without explaining speech recognition—zero factual content about audio preprocessing, feature extraction, acoustic modeling, language modeling, or decoding. B anchors each step in domain-relevant KG evidence (e.g., 'Knowledge Graph-supports-Verification'), explicitly linking methodology to real NLP/ASR concepts (Graph of Thoughts, DAG, entity linking), making it more factually grounded, logically structured, and relevant—though still abstract, it demonstrates principled guidance rather than empty procedural boilerplate.",0.0,1.0,0.0,0,0,0.15,3.2,2,3,5,4,2,0.894,0.106,0.0,8,20,1.0,7.4,7,8,9,7,6
general_022,general_knowledge,"What is computer vision, and what tasks does it usually solve?",B,"A merely lists generic SoT process steps without answering the question or providing any factual content about computer vision. B anchors each step in concrete, verifiable KG and GoT concepts (e.g., 'Knowledge Graph-supports-Verification'), directly linking methodology to domain-relevant evidence. B’s answer implicitly demonstrates *how* KG guidance improves reasoning, making it more factual, relevant, structured, clear, and useful — despite still not delivering the final explanatory answer, it meaningfully advances toward it with grounded justification.",0.0,1.0,0.0,0,0,0.15,4.0,3,4,6,5,2,0.894,0.106,0.0,8,20,1.0,8.4,8,9,9,8,8
general_023,general_knowledge,How do language models predict the next token in a sequence?,B,"A merely lists generic skeleton-of-thought steps without addressing the actual question about token prediction (e.g., no mention of logits, softmax, attention, or probability distributions), making it factually vacuous and useless. B anchors each step in concrete, verifiable KG-supported concepts (e.g., 'Graph of Thoughts-uses-Directed Acyclic Graph', 'Verification-reduces-Hallucination'), directly linking methodology to evidence—enhancing factuality, relevance, structure, clarity, and practical utility.",0.0,1.0,0.0,0,0,0.15,4.2,3,4,7,5,2,0.894,0.106,0.0,8,20,1.0,8.2,8,9,9,8,7
general_024,general_knowledge,What is the difference between precision and recall?,B,"A merely lists generic SoT process steps without defining precision/recall or addressing the question — it's self-referential and factually vacuous. B anchors each step in KG- and GoT-related evidence (e.g., 'Knowledge Graph-supports-Verification'), improving factuality and relevance; its structure reflects true DAG-based reasoning with logical dependencies, and it explicitly links methodology to answer quality. Neither gives the actual definitions, but B meaningfully engages the question’s intent by explaining *how* KG guidance improves the explanation — making it more structured, grounded, and useful.",0.0,1.0,0.0,0,0,0.15,4.0,3,4,6,5,2,0.894,0.106,0.0,8,20,1.0,7.4,7,8,9,7,6
general_025,general_knowledge,Why are benchmark datasets important for evaluating AI systems?,B,"A describes a generic reasoning *process* without answering the question — it's meta-instruction, not content. It provides zero factual explanation of *why* benchmarks matter. B grounds each step in KG-derived, semantically meaningful relationships (e.g., 'Benchmark-supports-Human Evaluation'), directly addressing the question with traceable, domain-relevant logic. B’s DAG structure reflects causal/ontological dependencies, enhancing factuality and usefulness; A’s skeleton is abstract, circular, and devoid of actual knowledge.",0.0,1.0,0.0,0,0,0.15,4.0,3,4,6,5,2,0.899,0.101,1.0,5,17,1.0,9.0,9,10,9,8,9
general_026,general_knowledge,"What is federated learning, and what privacy benefits can it provide?",B,"Answer A only describes its own generation process without answering the question—no definition of federated learning or privacy benefits is provided, making it factually vacuous and useless. Answer B integrates KG-grounded evidence (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-uses-Directed Acyclic Graph'), explicitly linking reasoning steps to domain-relevant concepts, yielding higher factuality, relevance, structure, and usefulness—though still abstract, it demonstrates principled grounding absent in A.",0.0,1.0,0.0,0,0,0.15,3.2,2,3,5,4,2,0.894,0.106,0.0,8,20,1.0,7.8,7,8,9,7,8
general_027,general_knowledge,Explain the difference between generative and discriminative models.,B,"A merely lists generic reasoning steps without explaining generative vs. discriminative models — it fails factually and usefully. B anchors each step in domain-relevant KG evidence (e.g., 'Knowledge Graph-supports-Verification'), improving factual grounding and logical flow; though still not a direct explanation of the ML concepts, it meaningfully integrates KG guidance to enhance structure and relevance over A.",0.0,1.0,0.0,0,0,0.15,3.2,2,3,5,4,2,0.894,0.106,0.0,8,20,1.0,7.4,7,8,9,7,6
general_028,general_knowledge,"What are graph neural networks, and what kinds of data do they model?",B,"A merely describes its own reasoning *process* without answering the question — no definition of GNNs or data types is provided, making it factually vacuous and useless. B anchors to KG facts (e.g., Deep Learning-uses-Neural Network) and shows how knowledge-guided constraints shape reasoning; though still incomplete as a final answer, it demonstrates grounded, traceable, and logically structured inference — significantly more factual, relevant, and useful than A.",0.0,1.0,0.0,0,0,0.15,3.2,2,3,5,4,2,0.858,0.142,0.0,4,8,1.0,7.4,7,8,8,7,7
general_029,general_knowledge,How can AI systems be evaluated for robustness?,B,"A describes a generic skeleton-generation process without addressing the actual question about robustness evaluation—no concrete methods (e.g., adversarial testing, distribution shift benchmarks, stress testing) are mentioned, making it non-factual and useless. B at least grounds steps in KG relations (e.g., 'requires-Verification', 'has_risk-hallucination'), improving factual anchoring and relevance; though still abstract and lacking real-world evaluation techniques, it demonstrates knowledge-guided reasoning and better structure/logical progression.",0.0,1.0,0.0,0,0,0.15,4.0,3,4,6,5,2,0.95,0.05,0.0,4,25,1.0,6.0,5,7,8,6,4
general_030,general_knowledge,"What is explainable AI, and why do users need it?",B,"B explicitly grounds steps in KG facts (e.g., 'Artificial Intelligence-requires-Verification', '-has_risk-hallucination'), improving factual grounding and relevance over A’s generic, circular skeleton steps that describe process but never answer the question. Neither provides a substantive definition or user needs explanation, but B demonstrates principled KG integration, making it more structured, credible, and useful as a methodological response.",0.0,1.0,0.0,0,0,0.15,3.2,2,3,5,4,2,0.95,0.05,0.0,4,25,1.0,5.2,4,6,7,5,4
verification_001,fact_verification,How can knowledge graphs help reduce hallucination in retrieval-augmented generation systems?,B,"B grounds each step in explicit, plausible KG relations (e.g., 'Knowledge Graph-supports-Fact Checking'), directly addressing how KGs reduce hallucination via fact-checking, constrained retrieval, and evidence grounding. A is generic, circular, and lacks concrete mechanisms or factual anchors—its 'steps' describe a process but omit *how* KGs specifically mitigate hallucination. B’s DAG-based, evidence-anchored reasoning is more factual, relevant, structured, clear, and practically useful.",0.0,1.0,0.0,0,0,0.15,5.2,4,5,7,6,4,0.89,0.11,1.0,7,25,1.0,9.0,9,10,9,8,9
verification_002,fact_verification,"Why can outdated evidence cause factual errors in AI-generated answers, and how should a system handle it?",B,"A only describes generic skeleton-generation steps without addressing the question’s substance—no explanation of *why* outdated evidence causes errors or *how* to handle it. B explicitly anchors reasoning in KG relations (e.g., 'Evidence Branch-grounds-Thought Node Planning', 'Constraint Checking-verifies-Evidence Branch'), linking outdated evidence to hallucination and grounding, making its structure factually grounded and more relevant. Though both lack concrete examples, B’s KG-guided DAG logic provides stronger causal scaffolding and actionable handling mechanisms (e.g., constraint checking), improving factuality, relevance, structure, and usefulness over A’s vacuous procedural list.",0.0,1.0,0.0,0,0,0.15,4.2,3,4,7,5,2,0.91,0.09,1.0,7,17,1.0,7.2,6,8,9,7,6
verification_003,fact_verification,How should an AI system handle two retrieved sources that make conflicting claims?,B,"B grounds each step in explicit, plausible KG facts (e.g., 'Artificial Intelligence-requires-Verification', 'has_risk-hallucination'), directly addressing conflict handling via verification and hallucination mitigation—making it more factual, relevant, and actionable. A describes a generic Skeleton-of-Thought process without domain-specific reasoning or concrete strategies for resolving conflicts, rendering it abstract and low-usefulness.",0.0,1.0,0.0,0,0,0.15,5.0,4,5,7,6,3,0.95,0.05,0.0,4,25,1.0,7.8,8,9,8,7,7
verification_004,fact_verification,Why is source provenance important when generating answers from retrieved knowledge?,B,"B directly addresses the question by grounding each step in verifiable KG-related concepts (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-models-Logical Dependency'), enhancing factuality and relevance; it explicitly links provenance to hallucination reduction and logical integrity, while A only describes generic pipeline steps without justifying *why* provenance matters. B’s structure is more coherent, its clarity higher due to concrete evidence tags, and its usefulness superior for explaining provenance’s role.",0.0,1.0,0.0,0,0,0.15,5.0,4,5,7,6,3,0.894,0.106,0.0,8,20,1.0,9.0,9,10,9,8,9
verification_005,fact_verification,Explain how evidence grounding improves the reliability of long-form generated reports.,B,"B grounds explanation in concrete KG relations (e.g., 'Evidence Branch-grounds-Thought Node Planning'), directly linking evidence grounding to reliability mechanisms like groundedness, coherence, and planning—making it factual, relevant, and useful. A describes generic procedural steps without domain-specific content or causal explanation, failing to answer *how* grounding improves reliability.",0.0,1.0,0.0,0,0,0.15,5.2,4,5,7,6,4,0.894,0.106,1.0,6,18,1.0,9.0,9,10,9,8,9
verification_006,fact_verification,How can a system check whether a generated claim is supported by retrieved evidence?,B,"B grounds each step in explicit, plausible KG relations (e.g., 'Claim-[is_checked_by]->Fact Checking') that directly address claim-evidence alignment; A describes generic skeleton steps without domain-specific mechanisms or concrete verification logic. B’s DAG framing, evidence anchoring, and constraint-aware reasoning make it more factually grounded, relevant, structured, and practically useful for evidence-based claim verification.",0.0,1.0,0.0,0,0,0.15,4.8,4,5,7,5,3,0.89,0.11,1.0,5,18,1.0,8.2,8,9,9,7,8
verification_007,fact_verification,Why should AI-generated medical advice require stronger evidence checks than casual explanations?,B,"A merely describes a generic Skeleton-of-Thought process without addressing the medical safety, epistemic stakes, or real-world consequences implied by the question—no actual justification is provided. B grounds its reasoning in KG-derived relationships (e.g., 'AI-requires-Verification', 'Evidence Branch-grounds-Thought Node Planning'), explicitly linking evidence rigor to AI’s inherent unreliability and medical decision-criticality. Though still abstract, B demonstrates domain-aware logical scaffolding and better aligns structure with the question’s intent: justifying *why* stronger checks are needed—not how to generate text.",0.0,1.0,0.0,0,0,0.15,4.0,3,4,6,5,2,0.882,0.118,1.0,6,18,1.0,7.8,7,9,8,7,8
verification_008,fact_verification,How can entity disambiguation reduce factual errors in generated answers?,B,"B explicitly grounds each step in verifiable KG and reasoning concepts (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-uses-Directed Acyclic Graph'), directly linking entity disambiguation to factual error reduction via evidence-backed mechanisms. A is generic, circular, and lacks domain-specific justification—its steps describe a process but never explain *how* entity disambiguation specifically reduces errors. B’s added evidence ties, logical flow ('in前置结论基础上'), and concluding synthesis make it factually grounded, relevant, well-structured, clear, and practically useful.",0.0,1.0,0.0,0,0,0.15,5.0,4,5,7,6,3,0.894,0.106,0.0,8,20,1.0,9.0,9,10,9,8,9
verification_009,fact_verification,Why can relying only on model memory lead to hallucinated citations?,B,"A merely lists generic SoT steps without addressing the question—no explanation of *why* model memory causes hallucinated citations. B grounds each step in domain-relevant KG and GoT concepts (e.g., 'Verification-reduces-Hallucination'), directly linking mechanism to outcome. B’s answer is factually grounded, logically structured, clearly tied to the query, and actually useful for understanding the root cause.",0.0,1.0,0.0,0,0,0.15,4.2,3,4,7,5,2,0.894,0.106,0.0,8,20,1.0,8.4,8,9,9,8,8
verification_010,fact_verification,How should a system respond when retrieved evidence is insufficient to answer a question?,B,"B grounds each step in explicit KG relations (e.g., 'Aggregation-uses-Evidence Branch'), enhancing factuality and relevance; its DAG-based logic flow better reflects how insufficient evidence should trigger structured fallback strategies (e.g., aggregation, retrieval refinement). A is generic, circular, and lacks concrete guidance—its steps describe *how to generate an answer* but not *what the system should actually do* when evidence is insufficient (e.g., admit uncertainty, request clarification, or escalate). B’s traceable KG grounding makes it more actionable and trustworthy.",0.0,1.0,0.0,0,0,0.15,5.0,4,5,7,6,3,0.897,0.103,1.0,8,17,1.0,8.2,8,9,9,7,8
verification_011,fact_verification,Why is cross-source agreement useful but not sufficient for fact verification?,B,"A merely describes a generic reasoning *process* without addressing the question’s substance—no explanation of why cross-source agreement is useful (e.g., mitigates bias, increases reliability) or insufficient (e.g., systemic errors, coordinated misinformation). B grounds steps in KG relations (e.g., Verification-reduces-Hallucination), implicitly supports key claims, and aligns structure with logical causality. Though B’s KG triples are synthetic and lack real-world citations, it at least models domain-relevant reasoning; A is vacuous meta-instruction.",0.0,1.0,0.0,0,0,0.15,4.2,3,4,6,5,3,0.903,0.097,1.0,8,19,1.0,8.2,8,9,9,7,8
verification_012,fact_verification,How can knowledge graph constraints help detect impossible generated relations?,B,"B grounds each step in explicit KG relations (e.g., 'Knowledge Graph-[reduces]->Hallucination'), directly addressing how KG constraints detect impossible relations via factual, traceable evidence. A describes generic skeleton steps without KG-specific mechanisms or concrete constraints, making it vague and low on factuality and usefulness.",0.0,1.0,0.0,0,0,0.15,5.2,4,5,7,6,4,0.915,0.085,0.8,4,25,1.0,8.4,8,9,9,8,8
verification_013,fact_verification,Why should numerical claims in generated reports be checked against sources?,B,"A merely lists generic SoT process steps without addressing the *substance* of the question—why numerical claims require source verification—making it non-factual, irrelevant, and useless. B anchors each step in domain-specific KG and GoT concepts (e.g., 'Verification-reduces-Hallucination', 'Knowledge Graph-supports-Verification'), directly linking methodology to the epistemic need for numerical fact-checking; it is factual, relevant, well-structured, clear, and practically useful.",0.0,1.0,0.0,0,0,0.15,4.2,3,4,7,5,2,0.894,0.106,0.0,8,20,1.0,8.4,8,9,9,8,8
verification_014,fact_verification,How can temporal metadata help avoid outdated answers?,B,"A merely lists generic SoT steps without addressing temporal metadata or outdated answers — zero factual content on the question. B grounds each step in domain-relevant KG and DAG concepts (e.g., verification, entity linking, logical dependency), explicitly linking mechanisms to how temporal metadata prevents outdatedness (e.g., via time-aware verification and constraint enforcement). B is factually grounded, directly relevant, logically structured with causal dependencies ('in前置结论基础上'), clearer due to evidence citations, and actually useful for understanding the 'how'.",0.0,1.0,0.0,0,0,0.15,4.0,3,4,6,5,2,0.894,0.106,0.0,8,20,1.0,8.4,8,9,9,8,8
verification_015,fact_verification,Why should generated legal or policy answers cite verified sources?,B,"A merely describes a generic Skeleton-of-Thought process without addressing the *substance* of why verified citations matter in legal/policy contexts—no factual claims, no domain-specific justification. B grounds each step in explicit, plausible KG relations (e.g., 'verification-reduces-hallucination', 'AI-requires-verification') that directly support the question’s core concerns: reliability, accountability, and evidence-based reasoning in high-stakes domains. B’s structure is logically progressive, factually anchored, and yields a coherent, actionable rationale; A is circular, self-referential, and provides zero substantive answer.",0.0,1.0,0.0,0,0,0.15,4.2,3,4,7,5,2,0.903,0.097,0.0,9,21,1.0,9.0,9,10,9,8,9
verification_016,fact_verification,How can provenance tracking improve trust in AI-generated summaries?,B,"A describes a generic Skeleton-of-Thought process without addressing the question's substance—no explanation of provenance tracking or trust is given. B explicitly anchors to KG entities and facts (e.g., AI-requires-Verification, AI-has_risk-hallucination), directly linking provenance to trust via verifiability and hallucination mitigation. Though B’s clarity is hampered by repetitive phrasing and opaque IDs (e.g., Q11660), it is factually grounded, relevant, and more useful than A’s empty procedural outline.",0.0,1.0,0.0,0,0,0.15,4.0,3,4,6,5,2,0.95,0.05,0.0,4,25,1.0,7.2,7,8,8,6,7
verification_017,fact_verification,Why does fact verification become harder when sources use different terminology?,B,"A only describes a generic skeleton-generation process without addressing the *substance* of why terminology mismatch hinders fact verification — no explanation, no domain concepts (e.g., lexical ambiguity, entity linking, semantic alignment). B grounds each step in KG relations (e.g., Verification-reduces-Hallucination), explicitly connects terminology variation to core challenges (entity linking, inference consistency), and builds a logically chained DAG — making it factually grounded, relevant, well-structured, and practically useful. A is meta-procedural; B is explanatory and knowledge-informed.",0.0,1.0,0.0,0,0,0.15,4.0,3,4,6,5,2,0.903,0.097,1.0,8,19,1.0,8.2,8,9,9,7,8
verification_018,fact_verification,How can a system detect when two sources are about different entities with similar names?,B,"B grounds each step in concrete, verifiable KG and reasoning concepts (e.g., 'Knowledge Graph-supports-Entity Linking', 'Directed Acyclic Graph-models-Logical Dependency'), directly addressing entity disambiguation via real techniques. A is generic, circular, and lacks domain-specific mechanisms—no mention of entity linking, surface form ambiguity, context embeddings, or disambiguation signals. B’s evidence links explicitly to the question’s core challenge; A’s steps are procedural boilerplate with no factual substance.",0.0,1.0,0.0,0,0,0.15,5.0,4,5,7,6,3,0.894,0.106,0.0,8,20,1.0,8.8,9,10,9,8,8
verification_019,fact_verification,Why should claims about scientific consensus be grounded in reliable evidence?,B,"A merely describes a generic skeleton-generation process without addressing the scientific, epistemic, or societal reasons why consensus claims require reliable evidence — it's meta-procedural and vacuous. B grounds each step in explicit KG relations (e.g., 'Evidence Branch-grounds-Thought Node Planning', 'Constraint Checking-verifies-Evidence Branch'), directly linking evidence reliability to hallucination reduction, coherence, and logical grounding — making it factually informed, relevant, well-structured, and practically useful for justifying epistemic rigor.",0.0,1.0,0.0,0,0,0.15,4.0,3,4,6,5,2,0.94,0.06,1.0,8,16,1.0,8.2,8,9,9,7,8
verification_020,fact_verification,How can evidence scoring help decide which retrieved facts to use?,B,"B directly addresses evidence scoring’s role in fact selection using KG-grounded, relation-specific reasoning (e.g., 'Evidence Branch grounds Thought Node Planning'), making it more factual, relevant, and useful; A describes a generic skeleton-generation process without explaining *how* evidence scoring informs selection—no mention of scoring criteria, confidence, consistency, or ranking—rendering it vague and low on factuality and usefulness.",0.0,1.0,0.0,0,0,0.15,5.2,4,5,7,6,4,0.897,0.103,1.0,8,17,1.0,8.2,8,9,9,7,8
verification_021,fact_verification,Why can generated summaries hide contradictions between sources?,B,"B grounds each step in concrete, verifiable KG and GoT concepts (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-uses-Directed Acyclic Graph'), directly addressing *why* contradictions are hidden—by enabling verification, dependency-aware pruning, and evidence-based aggregation. A merely lists generic procedural steps without domain-specific justification, offering no real explanation for the phenomenon. B is factually grounded, highly relevant, better structured with logical flow ('in前置 conclusion基础上'), clearer due to explicit evidence links, and far more useful for understanding the causal mechanism.",0.0,1.0,0.0,0,0,0.15,5.0,4,5,7,6,3,0.894,0.106,0.0,8,20,1.0,9.0,9,10,9,8,9
verification_022,fact_verification,How can knowledge graphs support consistency checking across generated paragraphs?,B,"B grounds each step in explicit, plausible KG relations (e.g., 'Knowledge Graph-supports-Entity Linking'), directly linking KG functionality to consistency checking; A describes generic skeleton steps without KG-specific mechanisms or factual grounding. B’s DAG-based reasoning is more structured, relevant, and actionable for the task.",0.0,1.0,0.0,0,0,0.15,5.8,5,6,7,6,5,0.915,0.085,0.8,4,25,1.0,9.0,9,10,9,8,9
verification_023,fact_verification,Why should a RAG system separate retrieved passages from verified evidence?,B,"A describes a generic Skeleton-of-Thought process without addressing the *substance* of the question — it never explains *why* separation is needed (e.g., to prevent hallucination, enable verification, support traceability). B grounds each step in KG-defined relations (e.g., 'Evidence Branch-grounds-Thought Node Planning'), directly linking structure to domain semantics and offering a principled, fact-aware rationale. B’s DAG-based reasoning is more relevant, factual, structured, and useful for explaining RAG design principles.",0.0,1.0,0.0,0,0,0.15,4.4,3,4,7,5,3,0.865,0.135,1.0,7,20,1.0,8.2,8,9,9,7,8
verification_024,fact_verification,How can confidence scores guide whether a generated claim should be included?,B,"B directly addresses the question by grounding confidence-guided claim inclusion in concrete KG relations (e.g., 'Fact Checking-requires-Claim', 'Claim-is_checked_by-Fact Checking'), making it factual, relevant, and actionable. A describes generic skeleton-generation steps without explaining *how* confidence scores guide inclusion—no mention of thresholds, calibration, or decision logic—rendering it vague and low-usefulness.",0.0,1.0,0.0,0,0,0.15,4.8,4,5,7,5,3,0.85,0.15,0.0,5,16,1.0,9.0,9,10,9,8,9
verification_025,fact_verification,Why should answers distinguish verified facts from plausible inferences?,B,"B directly addresses the question’s epistemic rationale using grounded KG relations (e.g., 'verification-reduces-hallucination'), enhancing factuality and usefulness; A describes a generic generation pipeline without answering *why* distinction matters—offering no substantive justification, thus failing on relevance and usefulness.",0.0,1.0,0.0,0,0,0.15,4.2,3,4,7,5,2,0.903,0.097,0.0,9,21,1.0,8.4,8,9,9,8,8
verification_026,fact_verification,How can a system use relation constraints to reduce hallucinated entity relationships?,B,"B grounds each step in explicit, plausible KG- and reasoning-related relations (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-uses-Directed Acyclic Graph'), enhancing factuality and explanatory depth; it directly links relation constraints to hallucination reduction via verification and logical dependency modeling, making it more relevant, structured, and practically useful than A’s generic, ungrounded skeleton steps.",0.0,1.0,0.0,0,0,0.15,6.6,6,7,8,7,5,0.894,0.106,0.0,8,20,1.0,9.0,9,10,9,8,9
verification_027,fact_verification,Why is it risky to aggregate evidence from low-quality sources?,B,"A merely describes a generic reasoning *process* without addressing the substantive question — it contains no actual explanation of risks (e.g., bias amplification, error propagation, credibility erosion). B explicitly anchors reasoning in KG relations and traces logical dependencies (e.g., 'Aggregation-uses-Evidence Branch'), making its structure meaningfully grounded and more relevant. Though B’s KG references are somewhat abstract and lack concrete domain facts (e.g., no mention of misinformation, statistical unreliability, or epistemic contagion), it at least attempts evidence-aware reasoning — unlike A, which is meta-procedural and vacuous for the user’s query.",0.0,1.0,0.0,0,0,0.15,4.0,3,4,6,5,2,0.897,0.103,1.0,8,17,1.0,7.8,7,9,8,7,8
verification_028,fact_verification,How can contradiction detection improve the factuality of generated reports?,B,"B directly links contradiction detection to factuality improvement using concrete, KG-grounded causal facts (e.g., 'consistency_check-detects-contradiction', 'factuality-reduces-hallucination'), enhancing factual grounding and explanatory relevance. A describes generic pipeline steps without domain-specific justification or causal logic, making it vague and low in factual substance and practical utility.",0.0,1.0,0.0,0,0,0.15,5.2,4,5,7,6,4,0.985,0.015,0.0,6,16,1.0,9.0,9,10,9,8,9
verification_029,fact_verification,Why should an AI answer admit uncertainty when evidence is incomplete?,B,"Answer A describes a generic Skeleton-of-Thought process without addressing the *substance* of why uncertainty admission is important—it’s meta-procedural, not explanatory, and contains no factual claims about AI ethics, reliability, or epistemic responsibility. Answer B grounds each step in KG-derived, semantically meaningful relationships (e.g., 'Uncertainty-increases-Hallucination Risk'), directly linking incomplete evidence to concrete risks and mitigation strategies. It demonstrates causal reasoning, stays on-topic, and yields a more principled, traceable, and actionable rationale—making it significantly more factual, relevant, structured, clear, and useful.",0.0,1.0,0.0,0,0,0.15,4.0,3,4,6,5,2,0.927,0.073,1.0,6,14,1.0,8.2,8,9,9,7,8
verification_030,fact_verification,How can grounding generated text in a knowledge graph improve answer auditability?,B,"B directly grounds each reasoning step in explicit KG relations (e.g., 'Knowledge Graph-supports-Entity Linking'), making auditability concrete via traceable evidence. A describes generic skeleton steps without KG-specific grounding, failing to explain *how* KG improves auditability. B’s DAG-based, evidence-anchored structure is more faithful, relevant, and actionable for auditing.",0.0,1.0,0.0,0,0,0.15,5.2,4,5,7,6,4,0.915,0.085,0.8,4,25,1.0,9.0,9,10,9,8,9
